,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,scoring,id,segmento,lead_category
1166,Landing Page Submission,Organic Search,No,No,0,4,296,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.1353576091577332,609470,2,Cold
1167,Landing Page Submission,Direct Traffic,No,No,0,6,386,6.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.27423811268450443,583573,2,Cold
1168,API,Organic Search,No,No,0,3,105,1.0,Email Opened,Select,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.5689608646250361,595865,4,Cold
1169,Landing Page Submission,Direct Traffic,No,No,0,4,359,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.16179118796307632,599383,2,Cold
1170,API,Chat,No,No,1,0,0,0.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.8409710985620832,597904,4,Hot
1171,Landing Page Submission,Google,No,No,0,5,322,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.09547333754294643,637521,2,Cold
1172,API,Organic Search,No,No,1,4,918,2.0,Page Visited on Website,OTROS,Working Professional,No,No,No,No,No,No,15.0,12.0,No,0.9070450977927255,613979,4,Hot
1173,Landing Page Submission,Google,No,No,0,3,57,1.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.08896574374204039,633182,2,Cold
1174,API,Chat,No,No,0,0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.0977558134633479,594532,5,Cold
1175,Landing Page Submission,Direct Traffic,No,No,0,5,281,5.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.2485768851904039,636356,3,Cold
1176,Landing Page Submission,Organic Search,No,No,0,7,585,7.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes,0.25961668318347236,654574,3,Cold
1177,Landing Page Submission,Google,No,No,0,3,26,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,10.0,18.0,No,0.020505681006536856,634082,3,Cold
1178,Landing Page Submission,Direct Traffic,No,No,1,4,985,2.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes,0.2661556601631222,637936,0,Cold
1179,Landing Page Submission,Google,No,No,0,5,37,2.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.04998391046892963,591315,2,Cold
1180,Landing Page Submission,Google,No,No,1,4,1104,4.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9670407003158155,631540,4,Hot
1181,API,Google,No,No,1,8,978,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.7851168985057722,653473,1,Hot
1182,Landing Page Submission,Direct Traffic,No,No,0,2,44,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes,0.285462274382807,588437,2,Cold
1183,API,Organic Search,No,No,0,3,677,1.5,Email Opened,Select,Student,No,No,No,No,No,No,15.0,14.0,No,0.403319388482989,655240,1,Cold
1184,Landing Page Submission,Direct Traffic,No,No,0,2,272,2.0,Email Opened,Media and Advertising,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.556674472620084,611849,4,Cold
1185,Landing Page Submission,Direct Traffic,No,No,0,6,437,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.20326677469158835,589992,2,Cold
1186,OTROS,OTROS,No,No,0,0,0,0.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,11.0,12.0,No,0.047752101787479205,643275,5,Cold
1187,Landing Page Submission,Google,No,No,1,4,1758,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.8555159812141515,649404,0,Hot
1188,API,Chat,No,No,1,0,0,0.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,15.0,15.0,No,0.9003527287614173,651680,4,Hot
1189,Landing Page Submission,Direct Traffic,No,No,1,2,1849,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.8771355061903575,633673,0,Hot
1190,API,Google,No,No,0,2,1360,2.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5358727763732175,631168,5,Cold
1191,API,Google,No,No,1,5,1469,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9363366964582196,631282,0,Hot
1192,Landing Page Submission,Google,No,No,1,4,1770,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7296593391594142,609620,2,Medium
1193,API,Chat,No,No,1,8,567,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.828361961699175,640799,0,Hot
1194,Landing Page Submission,Direct Traffic,No,No,1,10,900,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.644931989239122,616572,0,Medium
1195,API,Google,No,No,0,2,195,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.09198675658392533,580642,1,Cold
1196,Landing Page Submission,Direct Traffic,No,No,0,1,9,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes,0.11040771069518059,588711,3,Cold
1197,API,Organic Search,No,No,1,9,214,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.2016681269907772,646680,1,Cold
1198,Landing Page Submission,Direct Traffic,No,No,0,2,1319,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.44136170248992057,603364,2,Cold
1199,Landing Page Submission,OTROS,No,No,1,13,436,13.0,OTROS,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,13.0,No,0.36117002347660504,659998,0,Cold
1200,API,Google,No,No,1,4,673,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.5338409194297347,581303,1,Cold
1201,API,Google,No,No,0,4,26,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.03360887976363854,586595,1,Cold
1202,Landing Page Submission,Direct Traffic,No,No,1,13,1018,6.5,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,16.0,18.0,Yes,0.9934543091905469,643546,4,Hot
1203,Landing Page Submission,Organic Search,No,No,0,3,424,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.13650303797933724,626930,2,Cold
1204,Landing Page Submission,Direct Traffic,No,No,0,4,54,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.2569266061254893,592219,3,Cold
1205,Landing Page Submission,Organic Search,No,No,0,5,244,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.2608654385345969,594120,3,Cold
1206,API,Organic Search,No,No,0,3,1405,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5728141832093053,600379,1,Cold
1207,API,Organic Search,No,No,1,9,1115,2.25,Email Opened,OTROS,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9742343833536926,594789,4,Hot
1208,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6623252485917388,611072,1,Medium
1209,API,Organic Search,No,No,1,7,248,7.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No,0.8953479970782577,591990,4,Hot
1210,API,Organic Search,No,No,1,3,1636,1.5,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.6354937435616788,656469,5,Medium
1211,Landing Page Submission,Google,No,No,0,3,201,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.10432818138030002,615883,2,Cold
1212,API,Organic Search,No,No,0,3,50,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.09743749326972728,648872,5,Cold
1213,API,Google,No,No,1,2,1171,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.5906688519394342,581115,1,Cold
1214,API,OTROS,No,No,0,7,250,2.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.09150601306263224,657224,1,Cold
1215,API,Organic Search,No,No,1,5,1084,5.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.2613562499647862,645200,5,Cold
1216,Landing Page Submission,Google,No,No,0,5,129,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.17546279077764013,643343,3,Cold
1217,API,Organic Search,No,No,0,6,94,6.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No,0.0025197072598938165,587477,5,Cold
1218,Landing Page Submission,Google,No,No,0,8,1361,2.67,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.7125178319887018,582686,3,Medium
1219,API,Google,No,No,0,5,431,1.25,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.17507100160629788,593398,1,Cold
1220,Landing Page Submission,Organic Search,No,No,0,3,145,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,14.0,Yes,0.0805764455220277,653998,3,Cold
1221,Landing Page Submission,Direct Traffic,No,No,0,9,352,9.0,SMS Sent,Select,Unemployed,No,No,No,No,OTROS,No,14.0,16.0,No,0.14368734949297784,602029,3,Cold
1222,API,OTROS,No,No,0,1,458,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.07561049712348167,625590,5,Cold
1223,Landing Page Submission,Direct Traffic,No,No,1,2,1634,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes,0.764021595427643,637120,0,Medium
1224,Landing Page Submission,Google,No,No,1,3,1621,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.8820823808314624,637159,0,Hot
1225,API,Google,No,No,1,2,1346,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.7381796753378748,581135,0,Medium
1226,Landing Page Submission,Direct Traffic,No,No,0,11,1208,3.67,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.5492962811474071,653635,2,Cold
1227,Landing Page Submission,Google,No,No,0,3,1489,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8758047181902516,597909,3,Hot
1228,Landing Page Submission,Google,No,No,0,6,101,6.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.08280984683557227,644286,3,Cold
1229,Landing Page Submission,Organic Search,No,No,1,13,1311,1.86,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4851547155680193,612223,2,Cold
1230,API,Google,No,No,0,6,263,1.2,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.07060325286601679,609567,5,Cold
1231,API,Google,No,No,1,2,1224,2.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No,0.9969132457025172,581515,4,Hot
1232,Landing Page Submission,Organic Search,No,No,0,6,406,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,15.0,Yes,0.039712368350150865,650654,2,Cold
1233,Landing Page Submission,Direct Traffic,No,No,0,1,239,1.0,Converted to Lead,OTROS,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes,0.02135138876175857,647256,3,Cold
1234,API,Chat,No,No,1,0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5619400474075392,621241,0,Cold
1235,API,Google,No,No,1,3,170,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.391186107541543,641322,0,Cold
1236,Landing Page Submission,Direct Traffic,No,No,0,2,323,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.3552073052337322,585016,3,Cold
1237,Landing Page Submission,Google,No,No,1,5,1063,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.4120889876752011,616521,2,Cold
1238,API,OTROS,No,No,1,3,1561,1.5,OTROS,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No,0.38005626206432047,656184,5,Cold
1239,Landing Page Submission,Google,No,No,1,5,23,5.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,19.0,No,0.4835679764093445,633882,2,Cold
1240,API,Chat,No,No,0,1,132,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.05011933077066737,598250,5,Cold
1241,Landing Page Submission,Organic Search,No,No,0,6,160,6.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.09639064602725293,606827,2,Cold
1242,Landing Page Submission,Direct Traffic,No,No,0,2,287,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.04998529665830776,601783,3,Cold
1243,Landing Page Submission,Direct Traffic,No,No,0,1,1710,1.0,Converted to Lead,OTROS,Unemployed,No,No,No,No,No,No,16.0,19.0,Yes,0.8521048044992975,659819,3,Hot
1244,API,Google,No,No,0,3,271,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.06702587052094858,642217,5,Cold
1245,Landing Page Submission,Google,No,No,0,4,1101,4.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.5034979995447223,590526,3,Cold
1246,Landing Page Submission,Direct Traffic,No,No,0,5,1430,2.5,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6085793603608562,604182,2,Cold
1247,Landing Page Submission,Direct Traffic,No,No,0,2,228,2.0,OTROS,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,14.0,Yes,0.021045539099873382,587530,3,Cold
1248,Landing Page Submission,Google,No,No,0,4,166,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No,0.145733255493587,587471,3,Cold
1249,Landing Page Submission,Direct Traffic,No,No,1,4,52,4.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.46898995524218845,619314,4,Cold
1250,API,Google,No,No,0,2,284,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.10736342006882035,581242,1,Cold
1251,API,Google,No,No,1,2,13,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.21480965584716227,610052,0,Cold
1252,API,Google,No,No,1,5,818,2.5,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.6954080054827081,653082,5,Medium
1253,API,Chat,No,No,1,0,0,0.0,SMS Sent,Select,Student,No,No,No,No,No,No,14.0,16.0,No,0.4002473012936854,611029,0,Cold
1254,API,Google,No,No,0,2,489,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.35060804678550245,593201,5,Cold
1255,Landing Page Submission,Direct Traffic,No,No,1,2,940,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,Yes,0.8698177481235274,644985,0,Hot
1256,Landing Page Submission,Google,No,No,1,6,1252,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.6227080338941118,635757,2,Medium
1257,API,Google,No,No,0,4,109,1.33,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.03172421062333561,611433,5,Cold
1258,Landing Page Submission,Direct Traffic,No,No,0,1,111,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.011288965331410128,634783,3,Cold
1259,OTROS,OTROS,No,No,1,0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.14835062735709983,647983,0,Cold
1260,Landing Page Submission,Google,No,No,1,4,1559,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.9514499615237787,637590,0,Hot
1261,Landing Page Submission,Direct Traffic,No,No,0,2,206,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.08453386674478489,605502,2,Cold
1262,Landing Page Submission,Organic Search,No,No,0,11,4,11.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.1817223982154464,606664,3,Cold
1263,Landing Page Submission,Direct Traffic,No,No,1,2,1844,2.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9860879071342834,628916,4,Hot
1264,API,Google,No,No,1,2,160,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.11018910968030089,659203,5,Cold
1265,Landing Page Submission,Direct Traffic,No,No,1,10,130,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2635616789232956,627900,0,Cold
1266,Lead Add Form,Reference,No,No,1,0,0,0.0,Page Visited on Website,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9203097107841568,606309,4,Hot
1267,Landing Page Submission,Direct Traffic,No,No,0,2,407,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.3325355616234385,584604,2,Cold
1268,Landing Page Submission,Direct Traffic,No,No,0,2,80,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.014174652941888828,621410,3,Cold
1269,Landing Page Submission,Direct Traffic,No,No,0,3,396,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.11915379722205466,626647,2,Cold
1270,Landing Page Submission,Google,No,No,1,4,1268,4.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,18.0,No,0.9768963314125719,582296,4,Hot
1271,API,OTROS,No,No,0,4,75,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.064224768671965,659676,1,Cold
1272,API,Google,No,No,1,2,880,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.7061137219892207,645385,1,Medium
1273,API,Google,No,No,1,2,1069,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.7858814578826031,643772,1,Hot
1274,Landing Page Submission,Google,No,No,0,4,526,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No,0.21437376795419763,645802,3,Cold
1275,Landing Page Submission,Direct Traffic,No,No,1,3,382,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.3336052758875469,581214,0,Cold
1276,Landing Page Submission,Direct Traffic,No,No,1,2,1119,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes,0.9856118316456522,631706,4,Hot
1277,Landing Page Submission,Direct Traffic,No,No,1,2,1628,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6126185862601986,606982,2,Cold
1278,Landing Page Submission,Direct Traffic,No,No,1,3,1372,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.7377684873822887,582614,2,Medium
1279,Lead Add Form,Reference,No,No,0,3,301,2.4,OTROS,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8042724522235812,606773,5,Hot
1280,Landing Page Submission,Google,No,No,1,6,1079,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.5849261323961118,585427,2,Cold
1281,Landing Page Submission,Google,No,No,1,5,1653,5.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.701137269682823,629053,2,Medium
1282,Landing Page Submission,Google,No,No,1,6,1070,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6633585514985647,581513,0,Medium
1283,Landing Page Submission,Organic Search,No,No,1,7,1780,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.8801073233635415,597388,0,Hot
1284,Landing Page Submission,Google,No,No,1,5,1276,1.67,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.8821833144917414,581130,0,Hot
1285,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6712116329416083,599550,1,Medium
1286,Landing Page Submission,Google,No,No,0,5,349,5.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3991899128195817,606513,3,Cold
1287,Landing Page Submission,Direct Traffic,No,No,1,3,1655,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.8273233696771841,627012,0,Hot
1288,Landing Page Submission,Google,No,No,1,3,620,1.5,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9288654166347361,594936,4,Hot
1289,Landing Page Submission,Google,No,No,0,5,169,2.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.08562358704106321,640629,3,Cold
1290,API,Google,No,No,0,9,208,4.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.06521381272954814,653632,5,Cold
1291,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.8003429162094833,651926,1,Hot
1292,API,Chat,No,No,1,0,0,0.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.08289928339589273,593121,1,Cold
1293,API,Chat,No,No,1,0,0,0.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,15.0,18.0,No,0.6760847218059255,633027,1,Medium
1294,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No,0.8003429162094833,588064,1,Hot
1295,Landing Page Submission,Google,No,No,0,4,1106,4.0,OTROS,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,9.0,18.0,No,0.028327144906144814,584324,3,Cold
1296,Landing Page Submission,Google,No,No,0,4,3,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.10626866937847244,655639,2,Cold
1297,Landing Page Submission,Direct Traffic,No,No,0,2,201,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.0837905602726353,615722,2,Cold
1298,API,Google,No,No,1,2,15,1.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.5203278393422408,592484,1,Cold
1299,API,OTROS,No,No,0,10,275,3.33,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No,0.10472019514486208,659293,5,Cold
1300,API,Organic Search,No,No,1,4,1692,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,14.0,No,0.9662494794728219,590900,0,Hot
1301,Landing Page Submission,Google,No,No,0,3,301,3.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.16268994438286916,608606,2,Cold
1302,Landing Page Submission,Google,No,No,0,5,228,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No,0.1509017345104837,637842,2,Cold
1303,Landing Page Submission,Google,No,No,0,4,1029,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.8352025599237075,582942,3,Hot
1304,Landing Page Submission,Direct Traffic,No,No,0,2,638,2.0,Page Visited on Website,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes,0.0920671796196326,659469,3,Cold
1305,API,Organic Search,No,No,0,3,119,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.10978427315569374,641305,5,Cold
1306,Landing Page Submission,Google,No,No,0,4,948,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6256762393798878,612050,3,Medium
1307,Landing Page Submission,Organic Search,No,No,1,4,1104,4.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes,0.44549307954313044,651251,2,Cold
1308,Landing Page Submission,Google,No,No,0,3,255,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.30190610614100233,604087,3,Cold
1309,API,Google,No,No,1,4,1272,4.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No,0.9961605051824599,644042,4,Hot
1310,Landing Page Submission,Organic Search,No,No,1,7,1759,7.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6682325456206363,601378,2,Medium
1311,Landing Page Submission,Direct Traffic,No,No,0,2,364,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.23219392579398318,653297,3,Cold
1312,Landing Page Submission,Direct Traffic,No,No,0,2,877,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.5022919488422821,615488,3,Cold
1313,Landing Page Submission,Google,No,No,0,1,233,1.0,OTROS,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,17.0,No,0.07949175556918406,660479,3,Cold
1314,API,Google,No,No,0,7,277,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.05579841070409451,656378,1,Cold
1315,Landing Page Submission,Direct Traffic,No,No,1,5,1290,1.67,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No,0.5615475762158957,592683,0,Cold
1316,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7022951865702896,601880,1,Medium
1317,Landing Page Submission,Direct Traffic,No,No,1,2,1143,2.0,SMS Sent,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.6788513425607456,624871,0,Medium
1318,API,Google,No,No,0,6,90,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.041115722411125495,656962,5,Cold
1319,Landing Page Submission,Direct Traffic,No,No,1,2,287,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.3638260099679548,588877,2,Cold
1320,API,Google,No,No,0,3,199,1.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,10.0,17.0,No,0.022854409148157485,656833,1,Cold
1321,Landing Page Submission,OTROS,No,No,1,4,453,2.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.3019306791907883,650921,0,Cold
